Geneid,<2C,G1,S,G2M,>4C,desc,class,selected
Tb11.v5.0428,5.346565839924498e-07,1.0,0.8993832558668183,0.7786763513889126,0.03555401905993058,hypothetical protein  conserved,G1,no
Tb11.v5.0429,0.007262155347516999,0.9079859316718324,1.0,0.9963954857158974,0.0964332198707834,receptor-type adenylate cyclase GRESAG 4  putative,S,no
Tb11.v5.0417,0.007084818683886277,0.6817957027659906,1.0,0.6620991027592371,0.08739893582630934,variant surface glycoprotein (atypical)  putative,S,no
Tb11.v5.0416,0.008617116717554187,0.6240605184977843,1.0,0.6286209880289007,0.0830479280880042,Variant Surface Glycoprotein  putative,S,no
Tb11.v5.0415,0.45872163016733397,0.6365004665435328,1.0,0.671592136766238,0.13434589198213118,rRNA dimethyltransferase  putative,S,no
Tb11.v5.0414,0.07220219111037497,0.3365098623430335,0.23392953999940055,1.0,0.07253762092980978,ATP-dependent DEAD/H RNA helicase  putative,G2M,no
Tb11.v5.0434,0.10955154772785979,1.0,0.820479466600103,0.9499642900874778,0.09279201081838462,kinesin  putative,G1,no
Tb11.v5.0413,0.022149130638283502,0.8263055037704632,0.9137691422398364,1.0,0.08699941244515957,expression site-associated gene 9 (ESAG9) protein,G2M,no
Tb11.v5.0435,0.005163478268726449,0.6964153636695419,0.8541418793218303,1.0,0.06957263757326682,adenylosuccinate synthetase  putative,G2M,no
Tb11.v5.0412,0.0018397140718967012,1.0,0.6255912562735882,0.34530120124795205,0.12703541504432728,hypothetical protein  conserved,G1,no
Tb11.v5.0436,0.012631432376249958,0.8522076676194376,1.0,0.697552640367615,0.08027978161873005,Leucine Rich Repeat  putative,S,no
Tb11.v5.0437,0.01753233265756379,1.0,0.949627433348196,0.7776284726606145,0.39544595147566036,Mannosyltransferase (PIG-V))  putative,G1,no
Tb11.v5.0411,0.0,0.7832454798637994,0.8624139882495182,1.0,0.4437181141491625,peptidylprolyl isomerase-like protein  putative,G2M,no
Tb11.v5.0438,0.0,1.0,0.6716447692259612,0.4142075934857205,0.03830932749675082,hypothetical protein  conserved,G1,no
Tb11.v5.0410,0.006211047628248543,0.8098470467459894,1.0,0.4936558432393315,0.042256719146656394,antigenic protein  conserved,S,no
Tb11.v5.0409,0.0013755241502390375,0.49702201807110813,0.5138385882075183,0.6556965421132875,1.0,guanine deaminase  putative,>4C,no
Tb11.v5.0407,0.05535938481872332,1.0,0.8090616216890469,0.6469391001293788,0.184557654311877,hypothetical protein  conserved,G1,no
Tb11.v5.0406,0.006378792347044857,0.41840503029148984,0.8973935575122409,1.0,0.017248473374813438,glycerol uptake protein  putative,G2M,no
Tb11.v5.0439,0.0073658468175308136,0.8259238423048101,1.0,0.8412248814043262,0.126090018277261,hypothetical protein  conserved,S,no
Tb11.v5.0453,0.0,0.736802136828218,1.0,0.3243573706691071,0.0,hypothetical protein  conserved,S,no
Tb11.v5.0377,0.02245091916400392,0.6359016377926531,0.7845212614136541,1.0,0.44811994170049646,hypothetical protein  conserved,G2M,no
Tb11.v5.0336,0.019780286677142277,0.9310793699016428,0.7504822876884255,1.0,0.09518762837075004,Variant Surface Glycoprotein  putative,G2M,no
Tb11.v5.0470,0.0027014142976367187,0.9560931224006607,0.6646197326742544,1.0,0.03145043338549192,receptor-type adenylate cyclase GRESAG 4  putative,G2M,no
Tb11.15.0006b,0.0549703846300227,1.0,0.3703411838987827,0.4415492082854679,0.04937354372165324,variant surface glycoprotein (VSG)  frameshifted,G1,no
Tb11.15.0005b,0.009115310499800638,0.283228583005857,0.46194122150873795,1.0,0.140349329422096,hypothetical protein  conserved  degenerate,G2M,no
Tb11.v5.0474,0.09238689728006907,1.0,0.659087427674619,0.5315339172198217,0.18064994336536963,protein kinase  putative,G1,no
Tb11.v5.0348,0.00023963419797252264,0.467405816763203,0.5818177531240946,1.0,0.14965975861728148,hypothetical protein  conserved,G2M,no
Tb11.v5.0472,0.006198850091858956,1.0,0.887401649079476,0.9366349417790596,0.16985609723155637,hypothetical protein  conserved,G1,no
Tb11.v5.0471,0.0022794904133327685,0.8878013380039551,1.0,0.4817864870637996,0.11778760659708935,kelch motif containing protein  putative,S,no
Tb11.v5.0349,0.0033190495781708824,0.9422322253501744,1.0,0.894995697848172,0.06661518670865361,DNA-directed RNA polymerase II subunit 2  putative,S,no
Tb11.15.0008b,0.00785102237383231,0.791412381841228,1.0,0.6559876008620082,0.09290004758856167,expression site-associated gene 3 (ESAG3)  degenerate and frameshifted,S,no
Tb11.v5.1061,0.0,0.9175847800761043,0.6782091393647182,1.0,0.04956083838610102,hypothetical protein  conserved,G2M,no
Tb11.v5.0469,0.0031474434864621464,0.26317356789328644,0.32436377013569845,0.8365530772109356,1.0,beta tubulin  putative,>4C,no
Tb11.v5.0350,0.03262620554181924,1.0,0.15636060238591443,0.210566792330602,0.0038044606207458817,hypothetical protein  conserved,G1,no
Tb11.v5.0351,7.707700186008238e-07,1.0,0.5222121991408221,0.7150217104929123,0.0830216061591725,variant surface protein  atypical (VSG)  putative,G1,no
Tb11.v5.0353,0.014050667770323178,1.0,0.7643690792640969,0.7682223231136488,0.08115081163472736,retrotransposon hot spot (RHS) protein  putative,G1,no
Tb11.v5.0354,0.0,1.0,0.07358051135367487,0.5871872234565652,0.07890850944525885,TPR repeat  putative,G1,no
Tb11.15.0007b,3.0748318114312816e-05,1.0,0.7464647359366563,0.6633622635974229,0.06636970530400682,variant surface glycoprotein (VSG)  point mutation,G1,no
Tb11.v5.0346,0.006294317797237347,0.7034476297502157,0.820949902564133,1.0,0.06787441202831078,BarP protein  putative,G2M,no
Tb11.v5.0376,0.00190994234390543,0.7668890517241832,1.0,0.6572198014542616,0.03332536957296805,Trypanosomal VSG domain containing protein  putative,S,no
Tb11.v5.0481,0.00020201929342172228,1.0,0.9199266497179505,0.5115184597522074,0.21415586101955295,U3 snoRNA-associated protein UTP11  putative,G1,no
Tb11.v5.0337,0.005144154865816293,0.5864500204273534,1.0,0.5795212222289838,0.15742106368579706,hypothetical protein  conserved,S,no
Tb11.v5.0338,1.7804427618847454e-05,1.0,0.6784018537399725,0.750675229666332,0.17612759844026513,hypothetical protein  conserved,G1,no
Tb11.v5.0339,0.03629011561333533,1.0,0.8281155437262285,0.4102544198690729,0.11142961700205135,hypothetical protein  conserved,G1,no
Tb11.v5.0482,0.29259227412138494,0.7882611763200046,0.8605280475886457,1.0,0.3678974025726207,hypothetical protein  conserved,G2M,no
Tb11.v5.0340,0.010084690240901938,0.838051885234766,1.0,0.3573297410023918,0.01536366447643728,ribonuclease HII  putative,S,no
Tb11.v5.0341,0.0,0.8421212764567941,1.0,0.4644765003615428,0.11812759449526654,Protein of unknown function (DUF3592)  putative,S,no
Tb11.v5.0342,0.0,1.0,0.9533808952901482,0.4867908782900792,0.02694746574518409,chaperone protein DnaJ  putative,G1,no
Tb11.v5.0345,0.01671015559955238,0.7290614672252029,0.8363549948220027,1.0,0.1520954956411775,BarP protein  putative,G2M,no
Tb11.v5.0480,0.0,1.0,0.2799578290958349,0.16992357691671667,0.04448550479003351,DNA-directed RNA polymerase  alpha subunit  putative,G1,no
Tb11.v5.0343,4.33301573935529e-06,1.0,0.9112399213779804,0.6073006336499174,0.028577370234375447,BarP protein  putative,G1,no
Tb11.v5.0344,0.0006030474834233864,0.6991192185642954,0.626612209415097,1.0,0.04532252556924861,BarP protein  putative,G2M,no
Tb11.v5.0479,0.11262337228260791,1.0,0.6328653711340624,0.5091030055683775,0.16099723976084576,hypothetical protein  conserved,G1,no
Tb11.v5.0477,0.005422777403007493,0.8077373515846892,1.0,0.6556864614341724,0.12545960671410952,TPR repeat  putative,S,no
Tb11.v5.0476,0.007007884996635312,0.9027095482154635,0.8892491843685739,1.0,0.138304833788527,Variant Surface Glycoprotein  putative,G2M,no
Tb11.v5.0355,0.0,0.5090028817023589,0.6160496406742352,1.0,0.2714702416234057,TPR repeat  putative,G2M,no
Tb11.01.1680.v5,0.0017016062721520535,0.8376416279378411,1.0,0.9127366557987907,0.39869247217283793,polyubiquitin  putative,S,no
Tb11.v5.0356,0.0029778217561710896,0.6300363957293124,1.0,0.5126281551219846,0.33433797119592273,cytidine triphosphate synthase  putative,S,no
Tb11.v5.0459,0.0,0.7752250386210587,0.45163478117760797,0.6082049168804509,1.0,Variant Surface Glycoprotein  putative,>4C,no
Tb11.v5.0368,0.019368460533900244,1.0,0.9797604235969845,0.8385002192315945,0.11199197469499832,hypothetical protein  conserved,G1,no
Tb11.v5.0369,0.012570494530381605,1.0,0.7333942495056426,0.6886130696695618,0.11318666111888874,hypothetical protein  conserved,G1,no
Tb11.v5.0461,0.0,0.394873837552162,0.38430495568231493,1.0,0.0,Variant Surface Glycoprotein  putative,G2M,no
Tb11.v5.0460,0.16596252147559906,0.8902230085084369,0.9493312480274113,1.0,0.16432012685078332,Variant Surface Glycoprotein  putative,G2M,no
Tb11.v5.0371,0.0,1.0,0.752568383243276,0.7754903135824447,7.252837015699038e-05,hypothetical protein  conserved,G1,no
Tb11.v5.0372,0.0,0.9825823041236558,0.5734616542457095,1.0,0.014947723768714258,hypothetical protein  conserved,G2M,no
Tb11.v5.0458,0.06880085364183104,0.5189706880477378,1.0,0.48869116905771365,0.11052241015486879,hypothetical protein  conserved,S,no
Tb11.v5.0357,0.001267848567927405,1.0,0.6015667235237132,0.513100668817023,0.034997934815967656,homocysteine S-methyltransferase  putative,G1,no
Tb11.v5.0373,0.026931996346993354,1.0,0.5787025445072018,0.3834527734031872,0.13300256858000328,hypothetical protein  conserved,G1,no
Tb11.v5.0456,0.013173033518070459,0.8453408608242429,1.0,0.7408342861405394,0.07636840764890461,receptor-type adenylate cyclase GRESAG 4  putative,S,no
Tb11.v5.0374,0.0048609858067561375,0.8006871394384533,1.0,0.6768613674766909,0.10081281254552375,hypothetical protein  conserved,S,no
Tb11.v5.0375,0.020738054508496345,1.0,0.7370053797147179,0.8526590962163285,0.19281183409823854,hypothetical protein  conserved,G1,no
Tb11.v5.1063,0.0032488791869252414,0.8406078526216846,1.0,0.9826505420014535,0.2087284890852233,hypothetical protein  conserved,S,no
Tb11.v5.1062,0.008713918550414293,0.5763588220034441,0.7690208456768428,1.0,0.7338967904970458,chaperone protein DnaJ  putative,G2M,no
Tb11.v5.0367,0.016198896305499543,0.9563306564570677,1.0,0.7126819465109999,0.13840535347065935,expression site-associated gene (ESAG) protein  putative,S,no
Tb11.v5.0462,0.0026061859890554612,0.45374675988710117,1.0,0.8679241911830209,0.3510778627391579,Variant Surface Glycoprotein  putative,S,no
Tb11.v5.0366,0.020439933121638713,0.9928995772835021,0.9184350647872284,1.0,0.12360099028386315,hypothetical protein  conserved,G2M,no
Tb11.v5.0365,0.011265994615217371,0.8138289871556174,0.7782962056395809,1.0,0.04731260717770028,hypothetical protein  conserved,G2M,no
Tb11.v5.0364,0.0076195495706997945,0.6971192886144126,1.0,0.5115059433742974,0.15121505150389708,hypothetical protein  conserved,S,no
Tb11.v5.0363,0.0022518944646859615,0.2683597296134187,0.9658029874127546,1.0,0.015630772520542388,Variant Surface Glycoprotein  putative,G2M,no
Tb11.v5.0362,2.9341221656108375e-07,0.651384456343075,0.803287528737247,1.0,0.12411178664061072,Variant Surface Glycoprotein  putative,G2M,no
Tb11.v5.0361,0.012999909169112584,0.877175570774418,0.5163894639742811,1.0,0.1146708858933386,Variant Surface Glycoprotein  putative,G2M,no
Tb11.v5.0463,0.0005517440004314715,0.6321509932211975,0.8878829192913428,1.0,0.18773849212116092,expression site-associated gene (ESAG) protein  putative,G2M,no
Tb11.v5.0464,1.2874309866621118e-06,1.0,0.5482048807220287,0.7028918660084561,0.3750510003536453,vesicular-fusion protein nsf  putative,G1,no
Tb11.57.0047b,0.0027050828811817245,0.8787912140260223,1.0,0.8009541431209429,0.06378619366660422,variant surface glycoprotein (VSG)  point mutation,S,no
Tb11.v5.0360,0.003379375734797147,0.7894361019180827,1.0,0.7641155764231885,0.09226455840088053,aminopeptidase  putative,S,no
Tb11.v5.0465,0.01348631833123964,0.6890070282207408,1.0,0.5696968713449729,0.12477888857367303,tRNA pseudouridine synthase A-like protein  putative,S,no
Tb11.v5.0467,0.0028159861323312847,0.8976129882361575,1.0,0.9599973784729157,0.5554767877902324,hypothetical protein  conserved,S,no
Tb11.v5.0359,0.012390411521199976,0.5375053261754903,1.0,0.4819845955565554,0.05738894744842813,hypothetical protein  conserved,S,no
Tb11.v5.0468,0.028793183978037967,0.14002888833713503,1.0,0.45765115071081625,0.6525878434164857,alpha tubulin  putative,S,no
Tb11.v5.0358,0.007197250149344205,0.866898382481622,1.0,0.5790167766742792,0.055310255694849264,hypothetical protein  conserved,S,no
Tb11.v5.0261,2.4461682256668748e-06,1.0,0.39089336858365586,0.5148370233826585,0.12120946757887133,adenosine 5'-monophosphoramidase  putative,G1,no
Tb11.v5.0260,4.425575967230713e-05,0.7634471540936598,0.9031203369053263,1.0,0.09178866975428021,neurobeachin/beige protein  putative,G2M,no
Tb11.v5.0259,0.0045206612624936904,0.6849827587971616,1.0,0.7382074984882817,0.0656856788720954,DHHC palmitoyltransferase  putative,S,no
Tb11.v5.0602,0.019813820169180575,0.9462664823251553,1.0,0.8935053173363291,0.12457775009330224,leucine-rich repeat protein 1 (LRRP1)  putative,S,no
Tb11.v5.0605,0.010469390957816353,1.0,0.6966667416024609,0.3426952978367344,0.015257257373134115,pyruvate kinase 1  putative,G1,no
Tb11.v5.0604,0.011814248143229287,0.9305023416987148,0.9839536057866337,1.0,0.05506665461523989,hypothetical protein  conserved,G2M,no
Tb11.v5.0137,0.0,0.912943848561542,0.6306187747367551,1.0,0.19239282279529576,variant surface protein  atypical (VSG)  putative,G2M,no
Tb11.v5.0138,0.02402102513198427,0.2545114915865985,0.3414081602181416,1.0,0.0721890823717737,variant surface protein (VSG)  putative,G2M,no
Tb11.v5.0603,0.007607054820513749,0.8152706692333674,1.0,0.7345650078807324,0.08006421078980616,hypothetical protein  conserved,S,no
Tb11.v5.0139,0.0,1.0,0.5311760289116784,0.3419949329575803,0.9016709622478439,variant surface protein (VSG)  putative,G1,no
Tb11.v5.0140,0.007028727872451817,0.8262367966732047,1.0,0.47451553366604243,0.29227110552254576,variant surface glycoprotein (VSG)  pseudogene,S,no
Tb11.v5.0136,0.0,1.0,0.33857956187240174,0.1945949838536221,0.05211142316093955,variant surface protein (VSG)  putative,G1,no
Tb11.v5.0601,0.00691143506990935,0.9151718336946613,1.0,0.920916802709487,0.1175222828866458,major surface protease gp63  putative,S,no
Tb11.v5.0600,0.010068491594569646,1.0,0.9817464132804694,0.5693677858113765,0.003382924482969294,HIT zinc finger  putative,G1,no
Tb11.v5.0599,0.026934860734712136,1.0,0.7591124889120081,0.9504621252276977,0.1695785919823692,variant surface glycoprotein (VSG)  putative,G1,no
Tb11.v5.0141,0.0,1.0,0.15390195774293278,0.20725579897259674,0.007590646692052424,variant surface protein (VSG)  putative,G1,no
Tb11.v5.0142,0.01068809954575244,0.4600012763782936,0.7559036969756132,1.0,0.14197549951761512,variant surface protein (VSG)  putative,G2M,no
Tb11.v5.0143,0.7523172796656258,0.4084130290338626,0.29939702228814474,1.0,0.0014339507375052477,variant surface protein (VSG)  putative,G2M,no
Tb11.v5.0606,0.005121143051647837,0.5966393169716754,1.0,0.4713658027194392,0.06480182202254017,hypothetical protein  conserved,S,no
Tb11.v5.0607,0.005133541141267365,0.6112849286461605,1.0,0.4235164795723245,0.07084920873470599,hypothetical protein  conserved,S,no
Tb11.v5.0125,2.9918972536800105e-06,0.5774187994246603,1.0,0.4255595081431868,0.0426689409849555,variant surface protein (VSG)  putative,S,no
Tb11.v5.0611,0.03346521154400507,1.0,0.7251619213925514,0.9636496197749956,0.3157425561416625,hypothetical protein  conserved,G1,no
Tb11.v5.0126,0.0,1.0,0.10675257324397702,0.0828628485825261,0.0,expression site-associated gene 3 (ESAG3) protein  putative,G1,no
Tb11.v5.0127,0.04619306212521452,0.3922786577770319,1.0,0.6867630253787024,0.008900346427257962,variant surface protein (VSG)  putative,S,no
Tb11.v5.0128,0.0,0.44224696697779425,1.0,0.9868142070257842,0.07140358667047313,variant surface protein (VSG)  putative,S,no
Tb11.v5.0430,0.009767058091852854,0.6263520467371474,0.9938510825590289,1.0,0.0162944911760864,ankyrin  putative,G2M,no
Tb11.v5.0612,6.108524726141157e-06,0.32977906072416546,0.9934735665207081,1.0,0.04708600809484035,MYND finger  putative,G2M,no
Tb11.v5.0130,0.05713862759423771,0.6165862199822831,1.0,0.5187682334517613,0.07723571031410448,variant surface protein (VSG)  putative,S,no
Tb11.v5.0610,6.109676882414546e-05,0.9778041455185007,0.9982035151624169,1.0,0.2838112087591848,variant surface glycoprotein (VSG  atypical)  putative,G2M,no
Tb11.v5.0608,1.2746903775338467e-06,0.9690597525216625,1.0,0.8968591727480566,0.15974031460241225,DNA-directed RNA polymerase III largest subunit  putative,S,no
Tb11.v5.0609,0.0008733979412411586,0.911103801451857,1.0,0.9608031298425881,0.38586868608062014,DNA-directed RNA polymerase III largest subunit  putative,S,no
Tb11.v5.0131,0.0009481208057935571,1.0,0.3354159887411992,0.8753989535965282,0.024681674090896593,variant surface protein (VSG)  putative,G1,no
Tb11.v5.0132,0.051765569917503564,1.0,0.7414086607326039,0.8019030350220776,0.02544532833659231,variant surface protein (VSG)  putative,G1,no
Tb11.v5.0133,0.0,0.23558081880234463,0.27587541628512824,1.0,0.017278173578375057,variant surface protein (VSG)  putative,G2M,no
Tb11.v5.0134,0.0,0.7150206929784814,1.0,0.5965038384161545,0.001941423995858842,variant surface glycoprotein (VSG)  pseudogene,S,no
Tb11.v5.0135,0.022682365444882512,1.0,0.6416296517322368,0.36876978346937034,0.19232927363129676,variant surface protein (VSG)  putative,G1,no
Tb11.v5.0144,0.0,0.4594546554199504,0.29031361525725874,1.0,5.316407726556679e-06,variant surface protein (VSG)  putative,G2M,no
Tb11.v5.0598,0.004630921490302945,0.41605874876214277,0.4708122357382301,0.5413836581247483,1.0,GIY-YIG catalytic domain containing protein  putative,>4C,no
Tb11.v5.0597,0.007560594162655504,0.6012780731366573,1.0,0.5368427084980028,0.06597705880965989,hypothetical protein  conserved,S,no
Tb11.v5.0163,0.0354493649481784,1.0,0.8681858353141152,0.6041093987485732,0.03140028615891971,HD domain containing protein  putative,G1,no
Tb11.v5.0159,0.029746128789039282,1.0,0.8832789236961854,0.5274136673675588,0.23176102773985385,hypothetical protein  conserved,G1,no
Tb11.v5.0160,0.038282199263709335,1.0,0.7630037121719275,0.5082073803894224,0.06434203783564348,cyclophilin-type peptidyl-prolyl cis-trans isomerase  putative,G1,no
Tb11.v5.0161,4.067149538636107e-06,1.0,0.5209204326230404,0.46784527079237104,0.04196305240127767,conserved hypothetical protein  putative,G1,no
Tb11.v5.0162,0.02135062139573597,0.012302373658262377,0.23317556608392195,1.0,0.004044968923976318,proteasome beta 6 subunit,G2M,no
Tb11.v5.0592,0.00321755202474025,0.8845581590951439,1.0,0.9825045441815086,0.07451837527229606,variant surface glycoprotein (VSG)  putative,S,no
Tb11.v5.0591,0.003732156107427569,0.958153643711436,1.0,0.742729733187673,0.5630050014037518,hypothetical protein  conserved,S,no
Tb11.v5.0164,3.674706930794831e-06,1.0,0.9590819911073223,0.9181169952411857,0.0,Trm112p-like protein  putative,G1,no
Tb11.v5.0145,0.039125827261625536,0.5285879158909199,1.0,0.8101760210561585,0.05649654572046712,variant surface protein (VSG)  putative,S,no
Tb11.v5.0590,4.5451693675574605e-05,1.0,0.933840367302253,0.8367609687549481,0.4159081933352665,SET domain containing protein  putative,G1,no
Tb11.v5.0589,0.0,0.5493650295479767,1.0,0.6082386970003055,0.6869635398588596,Clusterin-associated protein-1  putative,S,no
Tb11.v5.0165,0.054642089115541435,1.0,0.4141325179999184,0.6435896618604754,0.10222132607774327,kinesin  putative,G1,no
Tb11.v5.0166,0.00016370838556223477,0.33771323591295394,1.0,0.7982997644241651,0.03267188958715257,hypothetical protein  conserved,S,no
Tb11.v5.0167,0.155510128041141,0.7877334154290763,0.8963247573278682,1.0,0.03543311185531092,hypothetical protein  conserved,G2M,no
Tb11.v5.0168,0.009286085718773766,1.0,0.7810417861546156,0.48907513394598756,0.05871164810137199,FHA domain containing protein  putative,G1,no
Tb11.v5.0158,0.005927472210353522,0.6325308046926136,0.6717466903035256,1.0,0.14270119777984303,hypothetical protein  conserved,G2M,no
Tb11.v5.0157,0.021961961683127838,1.0,0.6703325768936478,0.4663684525444302,0.043254087252673185,hypothetical protein  conserved,G1,no
Tb11.v5.0593,0.010305720632951994,0.9162580874639026,1.0,0.8872188289895434,0.11647244844096313,hypothetical protein  conserved,S,no
Tb11.v5.0156,8.316132838160626e-05,1.0,0.7599156894036498,0.761595370804195,0.039788570482102464,hypothetical protein  conserved,G1,no
Tb11.v5.0155,0.03967764609410585,0.6856402187387232,0.7486865479476692,1.0,0.249427305542648,hypothetical protein  conserved,G2M,no
Tb11.v5.0154,0.0012172763302068063,0.5364287722818635,0.20094976361322647,1.0,0.3925868290995438,WD domain  G-beta repeat  putative,G2M,no
Tb11.v5.0153,0.009312095272042372,0.8928752127439937,1.0,0.9087027203693935,0.13954228403964478,BarP protein  putative,S,no
Tb11.v5.0152,0.04912066571817355,1.0,0.8663871792907121,0.8816438399887012,0.11178564463177833,ribosomal RNA processing protein 4  putative,G1,no
Tb11.v5.0151,0.0,1.0,0.7013933952448104,0.6211541146131022,0.1201611205869881,hypothetical protein  conserved,G1,no
Tb11.v5.0150,0.041489192924288605,1.0,0.844673505427162,0.6186875227745433,0.09588689251783597,J Biosynthesis Protein 2,G1,no
Tb11.v5.0149,0.016807530857071512,0.5482401051171552,1.0,0.6091155955501955,0.04488376447987039,hypothetical protein  conserved,S,no
Tb11.v5.0148,0.012562134565794348,0.7756075884501271,0.7399713154528863,1.0,0.23369983329820584,hypothetical protein  conserved,G2M,no
Tb11.v5.0147,0.02545663622792396,0.907225974568385,1.0,0.5354499539835751,0.13409545215404958,Calponin homology (CH) domain containing protein  putative,S,no
Tb11.v5.0146,0.0001001876233050203,1.0,0.6143024149902374,0.48237927094998395,0.12028881463417501,chaperone protein DnaJ  putative,G1,no
Tb11.v5.0594,0.010152492386951937,0.8215216325971773,0.7415525742904607,1.0,0.1464444435443788,retrotransposon hot spot (RHS) protein  putative,G2M,no
Tb11.v5.0595,0.0,1.0,0.7085947705956716,0.2349547606368595,0.16962339318358804,variant surface glycoprotein (VSG)  putative,G1,no
Tb11.v5.0596,0.048919778449491656,1.0,0.3593050676015923,0.5006748580614985,0.028119906088266533,serine/threonine protein kinase  putative,G1,no
Tb11.v5.0613,0.0031220675096042608,0.7625982655665752,1.0,0.7478545804830247,0.08845324856997426,NADH-dependent fumarate reductase  putative,S,no
Tb11.v5.0614,0.020554704454382962,1.0,0.5322936173742044,0.3473360440158191,0.009230760799212024,hypothetical protein  conserved,G1,no
Tb11.v5.0170,0.028797274773249375,0.8085471859446839,0.827023561252696,1.0,0.025978265395655193,hypothetical protein  conserved,G2M,no
Tb11.v5.0631,0.02352385518718366,1.0,0.14633716992528983,0.275551532116279,0.05323882907922138,pre-mRNA processing factor 4 (PRP4) like/WD domain  G-beta repeat  putative,G1,no
Tb927.11.18520,0.01808441213713432,1.0,0.03796672056237419,0.05112880381721796,0.01468831767682218,variant surface glycoprotein (VSG  atypical)  putative,G1,no
Tb11.v5.0634,0.0,0.7293411987330108,1.0,0.5784823689008706,0.3260861786567524,Uncharacterised ACR  YagE family COG1723  putative,S,no
Tb11.v5.0633,0.012204910743172466,0.6057426054690762,1.0,0.6006318799659561,0.059533658491144475,protein kinase  putative,S,no
Tb927.11.18530,0.00010717048515421021,0.8787658313482299,1.0,0.49069469778288505,0.24676754460358324,variant surface glycoprotein (VSG  atypical)  putative,S,no
Tb11.v5.0632,0.008581570815100213,1.0,0.7481290160696024,0.9141861190800714,0.1037286875338316,Sel1 repeat  putative,G1,no
Tb927.11.18540,0.0,0.7860378306187852,1.0,0.6434200435572751,0.11340237710594533,variant surface glycoprotein (VSG)  putative,S,no
Tb11.v5.0630,0.0515162730046525,0.5588768426614554,1.0,0.6501569142711512,0.10909641769696599,SUMO-interacting motif-containing protein,S,no
Tb11.v5.0636,0.023784251275665944,0.8433234031125195,0.7241000389467699,1.0,0.17160252319240193,C-terminal motor kinesin  putative,G2M,no
Tb927.11.18550,0.023917560346954476,0.7490721580313516,1.0,0.09628251193824261,0.000488793433997154,variant surface glycoprotein (VSG)  putative,S,no
Tb927.11.18560,0.00014430956811129977,0.8205019037040356,1.0,0.4179696839632734,0.06209302883427466,variant surface glycoprotein (VSG)  putative,S,no
Tb927.11.18570,3.218399521179265e-07,1.0,0.45047014660734713,0.41171449649069763,0.18471419407353423,variant surface glycoprotein (VSG)  pseudogene,G1,no
Tb927.11.18580,0.0,0.8800478543382104,1.0,0.39191355606830236,0.8039537941591928,variant surface glycoprotein (VSG)  putative,S,no
Tb927.11.18590,0.0006735200184977056,0.6645865163150773,1.0,0.6943467551999802,0.021478921191716027,variant surface glycoprotein (VSG)  putative,S,no
Tb11.v5.0629,0.0013539065429631907,0.6785841054370012,1.0,0.8009801198315363,0.1320215675921271,fumarate hydratase  putative,S,no
Tb11.v5.0635,0.00019960115547138323,0.7584717066947488,1.0,0.5637822152636929,0.10463071473420266,tRNA modification enzyme  putative,S,no
Tb11.v5.0637,0.002235304096501238,1.0,0.25214110975956866,0.45564940146794264,0.06817089846249849,hypothetical protein  conserved,G1,no
Tb11.v5.0124,0.01001585856554416,0.25087719255972796,1.0,0.5243707284212199,0.007593656047507993,variant surface protein (VSG)  putative,S,no
Tb11.v5.0642,6.426461971311156e-06,0.6354487358821201,0.7689314236580761,1.0,0.1326805734350937,hypothetical protein  conserved,G2M,no
Tb11.v5.0646,0.0031758749271191705,0.7187228873829842,1.0,0.8223439327710641,0.058866391207396514,CYC2-like cyclin  putative,S,no
Tb927.11.18460,0.005908324478510799,0.8485690389253605,1.0,0.6324175182693648,0.0755106548050642,variant surface glycoprotein (VSG  pseudogene)  putative,S,no
Tb11.v5.0645,0.005133981804363444,0.5395468023365853,0.6575342003179893,1.0,0.07683948395662349,variant surface glycoprotein (VSG)  putative,G2M,no
Tb11.v5.0644,0.001358364100827083,0.7172427930579672,0.6568802921348256,1.0,0.10773897728117644,serine/threonine-protein kinase  putative,G2M,no
Tb927.11.18470,0.23311919075037177,0.6858053099002493,1.0,0.813446242118875,0.2785434285151238,Variant Surface Glycoprotein  putative,S,no
Tb11.v5.0643,0.009307511976518822,1.0,0.9029050361733627,0.8586487216650637,0.21356318956358242,dual specificity protein phosphatase  putative,G1,no
Tb927.11.18480,0.047927301816634654,1.0,0.7201209326636914,0.7509213254851722,0.057157853220802274,Variant Surface Glycoprotein  putative,G1,no
Tb11.v5.0638,0.0033057776997894566,0.8764244496682141,0.7819155676224869,1.0,0.04115444259590106,serine carboxypeptidase III precursor  putative,G2M,no
Tb11.v5.0641,0.007182758667374171,0.6383995247356109,1.0,0.7360226843518073,0.09048581551894294,major vault protein  putative,S,no
Tb11.v5.0640,0.017666705957708164,1.0,0.4436122543037151,0.4633989797983183,0.0949112481862479,minichromosome maintenance (MCM) complex subunit  putative,G1,no
Tb927.11.18490,0.040121939364526904,1.0,0.6784018537399727,0.6394381193804399,0.04800121801237847,Variant Surface Glycoprotein  putative,G1,no
Tb927.11.18500,0.03421668608779826,1.0,0.5282156588960476,0.6420609988677438,0.11926466450962757,Variant Surface Glycoprotein  putative,G1,no
Tb927.11.18510,0.0023184462989058923,1.0,0.6087952676099367,0.6300229763280842,0.11097091624084025,variant surface glycoprotein (VSG  atypical)  putative,G1,no
Tb11.v5.0639,0.0019179329008863263,0.4236980297302859,0.31726420198148125,0.4080971366208522,1.0,hypothetical protein  conserved,>4C,no
